Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
4;VVFIN;ADJD;ergänzen;3;NZZ_1996_09_21_a186_seg15_s23;7;Full|3|Pl|Pres|Ind;Aber leider ergänzen sie sich sehr schlecht .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
9;VVPP;ADJD;erhalten;6;NZZ_1998_01_23_a166_seg3_s11;5;Full|Psp;"Das Skelett hat sich schlecht erhalten ; bis auf Teile des Schädels , Oberschenkelknochen und einige Zähne ist nichts mehr zu erkennen .";prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
46;VVINF;ADJD;ernähren;28;NZZ_1996_05_21_a190_seg2_s7;27;Full|-2;Es lässt sich nur geschichtlich und nicht rational begründen , warum z. B. ein Polizist oder ein Tramführer seine Familie recht , aber ein Krankenpfleger eher schlecht ernähren kann .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
145;VVPP;ADJD;ernähren;18;NZZ_1996_09_20_a151_seg2_s11;17;Full|3|Sg|Pres|Ind;Durch den Druck der Landschaftsnutzer aller Art wurde das Reh zum Waldtier , das sich dadurch schlecht ernährt , schwächere Kitze setzt und erst noch Verbissschäden verursacht .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
49;VVFIN;ADJD;eröffnen;9;NZZ_1998_10_03_a122_seg2_s5;6;Full|3|Sg|Past|Ind;Da die Wall Street eher schlecht als recht eröffnete , kamen auch aus Übersee keine positiven Impulse .;nd;nd;not of interest;fest;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
96;VVPP;ADJD;erreichen;35;NZZ_1995_04_04_a202_seg14_s4;30;Full|Psp;Unglücklicherweise können die beiden Optimierungsziele , nämlich schnelle , standardisierte Transaktionsverarbeitung einerseits und flexible Abfragen ( in der Fachsprache Queries genannt ) auf grosse Datenbestände anderseits , nur sehr schlecht auf einem einzigen Computersystem erreicht werden .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
24;VVPP;ADJD;erschließen;9;NZZ_1995_01_31_a139_seg60_s4;8;Full|Psp;Lybenstein ist ein grosses Erholungsgebiet und verkehrsmässig schlecht erschlossen .;nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
61;VVPP;ADJD;fahren;15;NZZ_1994_12_07_a84_seg4_s5;14;Full|Psp;Niemand kann behaupten , wir seien in den bisherigen dreissig Jahren der Gatt-Mitgliedschaft schlecht gefahren .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
76;VVPP;ADJD;fahren;16;NZZ_1998_10_15_a149_seg4_s12;15;Full|Psp;Man konstatiert , dass Altdorf den umgekehrten Weg ging und damit langfristig offenbar nicht schlecht gefahren ist .;nd;nd;not of interest;fest;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
12;VVFIN;ADJD;finden;19;NZZ_1996_09_07_a212_seg7_s15;24;Full|3|Sg|Pres|Ind;"So vergleicht er etwa Dostojewski mit einem « betrunkenen hysterischen Weib » ; Tolstois « letzte Arbeiten » findet er einfach nur « schlecht » , den Philosophen Herbert Spencer verhöhnt er als ein « Spatzenhirn » mit « akkuratem Backenbart » ; und zu Gogol - schon damals ein Klassiker - fällt ihm als « abschliessendes Wort » nur dieses ein : « ein Idiot » .";prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
140;VVFIN;ADJD;finden;4;;9;Full|3|Sg|Pres|Ind; , Hochfelden ) findet das Anliegen nicht so schlecht , solange die Zweiervertretung der Kantone Tatsache ist .;prozess;rein;done;unvollständiger Satz;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
62;VVFIN;ADJD;flanieren;4;NZZ_1997_05_12_a83_seg6_s7;6;Full|3|Sg|Pres|Ind;Ja , es flaniert sich schlecht in einer Stadt , die auf Vordermann gebracht werden muss , um vor dem kritischen Blick wenn nicht der Welt , so doch « Europas » bestehen zu können .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
55;VVFIN;ADJD;fühlen;18;NZZ_1999_04_30_a291_seg8_s24;22;Full|1|Sg|Pres|Ind;Sie berichtete dem Freund von regelrechten Depressionen : « Ich werde versuchen zu arbeiten , aber ich fühle mich heute höllisch schlecht .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
47;VVPP;ADJD;führen;25;NZZ_1998_04_28_a77_seg5_s12;24;Full|Psp;Seine Arbeit wirkt nicht gerade überzeugend , und er muss sich , als mittlerweile finanzkräftigste britische Wohltätigkeitsorganisation , den Vorwurf gefallen lassen , schlecht geführt zu sein und kein klares Konzept zu haben .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
64;VVPP;ADJD;führen;5;NZZ_1997_03_04_a51_seg10_s13;4;Full|Psp;Wenn der Globalisierungsprozess schlecht geführt ist , dann kann es binnenwirtschaftlich verheerend sein .;nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
26;VVFIN;ADJD;gehen;27;NZZ_1996_09_19_a241_seg7_s2;32;Full|3|Sg|Pres|Ind;Messen haben eine eigenartige Branchencharakteristik : Wenn es der Wirtschaft gut geht , dann halten die Messen mit , wenn es der Wirtschaft schlechtgeht , dann geht es den Messen nicht schlecht .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
29;VVFIN;ADJD;gehen;4;NZZ_1998_08_19_a77_seg9_s1;18;Full|3|Sg|Pres|Ind;* Dem Buchhandel geht es zwar tatsächlich - im Durchschnitt - nach betriebswirtschaftlichen Kriterien seit Jahrzehnten anerkanntermassen schlecht .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
83;VVFIN;ADJD;gehen;18;NZZ_1993_04_05_a10_seg11_s8;22;Full|3|Sg|Pres|Ind;"Gewalt an vietnamesischen Mitbürgern scheint aus wirtschaftlichen Gründen offenbar weitherum auf Zustimmung zu stossen ; vielen Kambodschanern geht es materiell derart schlecht , dass sie Leuten bereitwillig Glauben schenken , die ihnen erklären , dies sei die Schuld der Vietnamesen .";prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
84;VVFIN;ADJD;gehen;7;NZZ_1997_08_13_a4_seg6_s15;6;Full|3|Sg|Pres|Ind;In Zeiten , da es schlecht geht , haben Hetzer solcher Couleur gute Konjunktur .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
130;VVFIN;ADJD;gehen;4;NZZ_1994_07_01_a226_seg3_s1;6;Full|3|Sg|Pres|Ind;Dem Schweizer Film geht es schlecht .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
138;VVFIN;ADJD;gehen;11;NZZ_1994_08_24_a89_seg3_s2;10;Full|3|Sg|Pres|Ind;« Wie ein kleiner dicker Mensch , dem es schlecht geht » , manns- oder doch kindhoch also , steht er neben dem Baum in der Ecke des Schulhofes .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
115;VVPP;ADJD;gestehen|stehen;18;NZZ_1995_01_09_a28_seg3_s1;17;Full|Psp;Noch vor wenigen Jahren hat es um das Benediktinerkloster Einsiedeln als Folge der jahrelangen Renovationen finanziell schlecht gestanden .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
81;VVPP;ADJD;goutieren;16;NZZ_1994_10_10_a9_seg6_s10;15;Full|Psp;Auch Chareas Bezeichnung der israelischen Staatsgründung als Aggression gegen die arabische Nation wurde hier schlecht goutiert .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
13;VAFIN;ADJD;haben;34;NZZ_1994_06_20_a29_seg8_s4;43;Haben|3|Pl|Pres|Ind;Die Nicht-Metallbranche , die vom Abschwung weniger als der Metallsektor betroffen war , erwartet auf höherem Niveau keine wesentlichen Änderungen , nachdem 35% der Unternehmen ihre Lage im ersten Quartal als gut eingeschätzt haben , 60% als befriedigend und nur 5% als schlecht .;nd;nd;not of interest;Vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
108;VVFIN;ADJD;halten;42;NZZ_1994_08_06_a154_seg3_s8;41;Full|3|Pl|Past|Ind;"In den Ecksätzen gefiel zwar der selbst im motorischen Figurenwerk und in den kontrapunktischen Abschnitten geschmeidig-homogene Streicherklang , doch mangelte es etwas an Spritzigkeit und Glanz ; letzteres lag wohl nicht zuletzt daran , dass die Instrumente witterungsbedingt ihre Stimmung schlecht hielten .";prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
51;VVFIN;ADJD;helfen;10;NZZ_1995_05_24_a201_seg9_s15;11;Full|-2;Die Verbindungen zum Wort scruoschir - knirschen , knarren helfen schlecht weiter , ist doch Knorpel allenfalls das , was die Knochen vor Knirschen und Knarren bewahrt .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
196;VVFIN;ADJD;herauskommen;23;NZZ_1993_04_02_a2_seg8_s4;22;Full|3|Sg|Pres|Ind;Die heimlichen Anwärter , die natürlich jedermann zu kennen glaubt , halten sich an die Devise , dass auf einer Foto schlecht herauskommt , wer sich bewegt , und bestreiten in der Oeffentlichkeit ihre Ambitionen .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
198;VVFIN;ADJD;herauskommen;23;NZZ_1993_04_03_a23_seg8_s4;22;Full|3|Sg|Pres|Ind;Die heimlichen Anwärter , die natürlich jedermann zu kennen glaubt , halten sich an die Devise , dass auf einer Photo schlecht herauskommt , wer sich bewegt , und bestreiten in der Öffentlichkeit ihre Ambitionen .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
37;VVFIN;ADJD;kennen;26;NZZ_1997_03_20_a10_seg8_s5;31;Full|3|Sg|Pres|Ind;« Wer glaubt , dass es uns Mexikanern an Einheit fehlt , um unsere Souveränität zu verteidigen , der kennt unsere Geschichte nicht und der kennt den Charakter der Mexikaner schlecht » , warnte der Präsident in seiner Rede .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
161;VVFIN;ADJD;kennen;8;NZZ_1999_10_27_a158_seg3_s9;7;Full|-2;Das heisst , besagte westliche Nachbarn schlecht kennen : Auch die Kultur geht in Frankreich durch den Magen .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
101;VVPP;ADJD;kleiden;20;NZZ_1993_01_30_a119_seg3_s13;19;Full|Psp;Denn Martha , die zukünftige Frau des Arztes , ist seine ehemalige Magd : dick , unbeholfen , schlecht gekleidet , ist sie für die gutbürgerlichen Schwestern des Arztes eine Zumutung .;nd;nd;not of interest;ModSekPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
15;VVFIN;ADJD;kommen;5;NZZ_1996_10_31_a35_seg3_s9;11;Full|3|Sg|Past|Ind;Mit seiner differenzierten Entschuldigung kam Wasserfallen bei den anwesenden Bauern schlecht an .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
75;VVFIN;ADJD;kommen;2;NZZ_1998_12_09_a133_seg3_s10;8;Full|3|Sg|Pres|Ind;Damit kommt er bei seinen Freunden aber schlecht an , und er muss sich anzügliche Sprüche anhören .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
93;VVFIN;ADJD;kommen;6;NZZ_1998_06_29_a23_seg3_s3;8;Full|3|Sg|Past|Ind;Vor allem die bayrische Unionspartei kam ausgesprochen schlecht weg .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
105;VVFIN;ADJD;kommen;19;NZZ_1994_06_04_a197_seg28_s13;24;Full|3|Pl|Past|Ind;Sie hatten aber mehr als in andern Abschnitten mit der stürmischen See zu kämpfen , und die Amphibienfahrzeuge kamen im aufgewühlten Wasser nur schlecht vorwärts .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
163;VVFIN;ADJD;kommen;7;NZZ_1995_04_25_a114_seg5_s1;10;Full|3|Sg|Past|Ind;Krankmachende Listerien in Fleischwaren : Grossverteiler kam bei Aufschnitt-Test schlecht weg .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
194;VVFIN;ADJD;kommen;8;NZZ_1993_04_01_a142_seg7_s1;15;Full|3|Pl|Pres|Ind;Die Russen bauen gute Verkehrsflugzeuge , doch kommen sie beim Vergleich mit westlichen Erzeugnissen schlecht weg .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
200;VVFIN;ADJD;kommen;4;NZZ_1993_04_03_a171_seg2_s5;11;Full|3|Sg|Past|Ind;Vor diesem Hintergrund kam naturgemäss der eben geschlossene Solidarpakt besonders schlecht weg .;prozess;rein;done;;notwendig;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
18;VVFIN;ADJD;kommentieren;4;NZZ_1997_11_26_a90_seg6_s3;3;Full|Psp;Noch immer schlecht kommentiert wird im Kreis der Analytiker der Kauf des amerikanischen « Baby-Food » -Herstellers Gerber .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
7;VVFIN;ADJD;kommunizieren;15;NZZ_1998_12_14_a37_seg10_s7;8;Full|3|Pl|Past|Ind;Während in der letzten Legislatur die Parteien schlecht mit ihren Vertretern in der Regierung kommunizierten , benützte der neue Staatsrat den runden Tisch , um die Parteien - über ihre Fraktionen hinaus - in die finanzpolitische Strategie einzubeziehen .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
2;VMFIN;ADJD;können;14;NZZ_1999_01_08_a125_seg7_s14;11;Mod|1|Pl|Pres|Ind;Aber so langsames Gehen macht einem schmerzhaft bewusst , wie schlecht wir das können , wie wackelig wir auf unseren Füssen stehen , wie wenig Bodenhaftung wir haben .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
35;VMFIN;ADJD;können;57;NZZ_1995_09_29_a112_seg4_s6;56;Mod|3|Sg|Past|Ind;Es waren in Italien auch die tieferen regionalen Gegensätze auszugleichen als in Deutschland , wo die sprichwörtliche Polarität zwischen Preussen und Bayern - ja , eben sprichwörtlich war , aber im Rahmen einer nicht allzu straff konzipierten Einheit fortleben mochte und auch ihr Gutes hatte , wenn kulturelle Vielfalt als gut galt , und als schlecht konnte sie nur für ein schon eher krankhaftes Deutschtum gelten .;nd;nd;not of interest;Vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
154;VMFIN;ADJD;können;5;NZZ_1994_03_19_a105_seg37_s8;8;Mod|3|Sg|Pres|Ind;Der stark verfrachtete Neuschnee kann sich nur schlecht mit der Altschneedecke verbinden .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
159;VMFIN;ADJD;können;19;NZZ_1993_12_06_a57_seg8_s5;21;Mod|3|Sg|Pres|Subj;In der Diskussion meinte er jedoch , heute sei die Arbeit nicht einfach vermehrbar , und von Arbeitslosen könne man schlecht Toleranz verlangen - womit er das Publikum der « Widersprüchlichkeit des Menschen » überliess .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
175;VMFIN;ADJD;können;3;NZZ_1995_01_21_a173_seg3_s30;2;Mod|3|Sg|Pres|Ind;So schlecht kann der eingeschlagene Weg somit nicht sein .;nd;nd;not of interest;prädikativ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
188;VMFIN;ADJD;können;4;NZZ_1999_03_20_a61_seg4_s12;7;Mod|3|Sg|Pres|Ind;Der verfrachtete Schnee kann sich nur schlecht mit der Altschneedecke verbinden .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
190;VVFIN;ADJD;lassen;3;NZZ_1999_09_06_a166_seg3_s14;5;Full|3|Sg|Pres|Ind;Die Yamaha lässt sich schlecht in die Kurven lenken , was zu vielen Stürzen über das Vorderrad führt .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
48;VVFIN;ADJD;laufen;4;NZZ_1999_11_20_a182_seg19_s5;5;Full|3|Pl|Pres|Ind;Doch die Geschäfte laufen schlecht .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
126;VVINF;ADJD;laufen;30;NZZ_1993_12_30_a97_seg1_s5;29;Full|3|Pl|Pres|Ind;Als er wieder in sein illegales Wettgeschäft einsteigen will , muss er feststellen , dass sein wichtigster Mann , Big Julie , abtrünnig geworden ist und die Geschäfte schlecht laufen .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
192;VVINF;ADJD;leben;11;NZZ_1998_11_07_a132_seg5_s10;10;Full|-2;Denn von den damals noch üblichen Hörergeldern hätte Frege schlecht leben können .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
181;VVPP;ADJD;lesen;16;NZZ_1995_02_24_a165_seg2_s12;15;Full|Psp;Mag die Regisseurin ihren Schwab und ihren Turrini memoriert haben , Schneider hat sie schlecht gelesen .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
114;VVFIN;ADJD;liegen;21;NZZ_1994_10_03_a35_seg6_s9;5;Full|3|Sg|Pres|Ind;Nicht ganz so extrem schlecht , aber keineswegs beruhigend ist die Situation in anderen wichtigen Industrieländern : In den USA liegt der reale Kapitalmarktzins bei fast 5% und in Deutschland bei mehr als 4 1 / 2 % .;nd;nd;not of interest;prädikativ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
41;VVFIN;ADJD;machen;3;NZZ_1996_04_12_a43_seg4_s7;4;Full|3|Pl|Past|Ind;Einige Experten machten schlecht belüftete Räume verantwortlich , andere äusserten Zweifel an der Qualität der Gasbrenner .;nd;nd;not of interest;ModADJ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
187;VVINF;ADJD;machen;8;NZZ_1998_11_28_a56_seg16_s12;7;Full|-2;Ohne die Arbeit der zahllosen Nichtregierungsorganisationen schlecht machen zu wollen , fordert er echte Grundlagen für einen demokratischen Pluralismus .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
58;VVINF;ADJD;packen;8;NZZ_1996_03_30_a240_seg2_s26;6;Full|-2;46 Kaum zu knacken , schlecht zu packen .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
34;VVFIN;ADJD;passen;6;NZZ_1996_06_08_a38_seg1_s43;8;Full|3|Sg|Pres|Ind;Eine derartige Verlagerung der Schwerpunkte passt entwicklungspolitisch schlecht zu der schlimmer gewordenen Armut südlich der Sahara , auf die in der gleichen Botschaft hingewiesen wird .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
44;VVFIN;ADJD;passen;35;NZZ_1999_08_03_a180_seg2_s11;31;Full|3|Sg|Pres|Ind;"Frau Caniga hat gut daran getan , so kurz nach ihrem Amtsantritt noch keine grossen Worte von sich zu geben ; am süffisanten Ton des genannten Artikels , der eigentlich schlecht in die NZZ passt , hätte sie ohnehin nichts ändern können .";prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
50;VVFIN;ADJD;passen;4;NZZ_1994_02_02_a117_seg5_s11;11;Full|3|Sg|Past|Ind;Zur ersten These passte die zweite auf den ersten Blick schlecht : Die EU sei - bei allen unbestreitbaren Verdiensten - weit davon entfernt , ein perfektes Gebilde zu sein , erklärte Cotti .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
79;VVFIN;ADJD;passen;7;NZZ_1997_05_05_a41_seg6_s4;8;Full|3|Pl|Past|Ind;Die aus dem Hut gezauberten Milliarden passten schlecht ins Bild der Schuldenwirtschaft und der Folgen des Sparprogramms , welche die Bürger zu tragen hätten .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
116;VVFIN;ADJD;passen;7;NZZ_1994_11_24_a134_seg8_s11;9;Full|3|Sg|Pres|Ind;Eine solche Belastung von mehreren Millionen passt jedoch schlecht in die allgemein desolate Finanzlandschaft .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
119;VVFIN;ADJD;passen;21;NZZ_1993_12_03_a1_seg8_s4;25;Full|3|Sg|Past|Ind;"Ein solches Szenario erscheint insofern wenig plausibel , als sich die Armee damit einer grossen Zerreissprobe aussetzen würde ; zudem passte eine solche Entwicklung schlecht ins internationale Umfeld .";prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
120;VVINF;ADJD;passen;3;NZZ_1995_03_23_a63_seg5_s13;4;Full|3|Pl|Pres|Ind;Auch Heuchler passen schlecht in öffentliche Ämter , etwa Politiker , die unablässig von Moral und familiären Werten reden , sich selber aber nicht darum kümmern , oder Geistliche , die von der Kanzel herab das eine predigen und dann das andere tun .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
129;VVFIN;ADJD;passen;19;NZZ_1996_12_18_a81_seg6_s14;11;Full|3|Sg|Pres|Ind;Es bleibt noch eine dritte Möglichkeit , die jedoch nur schlecht zum Charakter des wendigen und lebensfrohen Bankiers passt : Pacini Battaglia als « Winkelried » , der mit seinem persönlichen Opfer unter Beweis stellt , dass sich das Schmiergeldunwesen auch mit den schärfsten juristischen Instrumenten nicht aus der Welt schaffen lässt , dass es einer politischen Lösung , lies : Amnestie , bedarf .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
172;VVINF;ADJD;passen;15;NZZ_1994_04_11_a77_seg10_s11;11;Full|-2;Das Publikum freut sich über die Abwechslung , die vielleicht schlecht in eine Tragödie passen will , aber sehr wohl zu einem der schöneren Theaterabende , die man diese Saison am Schauspielhaus gesehen hat .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
189;VVINF;ADJD;passen;15;NZZ_1999_07_09_a206_seg6_s10;11;Full|-2;"Doch auch der Standort Levin in Belgien scheint nicht allzu schlecht ins Konzept zu passen ; dorthin nämlich zieht sich El Guerrouj bis kurz vor dem nächsten Start in Nizza zurück .";prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
74;VVFIN;ADJD;reden;15;NZZ_1994_10_14_a26_seg6_s3;6;Full|3|Pl|Pres|Ind;Dass pensionierte Militärs und Wissenschafter schlecht über den Staatschef und die « Demokraten » reden , ist angesichts ihres Statusverlusts und ihrer oft schwierigen materiellen Lage kein Wunder .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
