Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
62;VVPP;ADJA;steigern;7;NZZ_1997_04_04_a170_seg5_s14;6;Full|Psp;Die Intensität der Trainingseinheiten wurde sukzessive gesteigert .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
63;VVPP;ADJA;reduzieren;33;NZZ_1997_03_01_a88_seg3_s3;32;Full|Psp;Dass der Konzern mit strukturellen Problemen zu kämpfen hat, war schon in den letzten Jahren erkennbar geworden : Nachdem sich der Betriebsgewinn bei der Personenwagenherstellung seit Beginn der neunziger Jahre sukzessive reduziert hatte, erlitt Renault im Jahr 1995 in diesem zentralen Unternehmensbereich sogar erstmals wieder einen Verlust .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
64;VVPP;ADJA;verlieren;24;NZZ_1994_12_21_a171_seg3_s3;21;Full|Psp;Gemessen an ihrer Leistungsfähigkeit bei der Erzeugung von künstlichem Licht, hat die Kerze in den vergangenen zweihundert Jahren zwar sukzessive an Bedeutung verloren .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
65;VVINF;ADJA;spielen;16;NZZ_1999_04_16_a92_seg5_s3;14;Full|-2;Freilich ist zu berücksichtigen, dass der Wettbewerb erst im Verlauf des Jahres sukzessive zu spielen begann .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
66;VVFIN;ADJA;machen;6;NZZ_1996_01_22_a148_seg3_s7;12;Full|3|Sg|Past|Ind;Auch der Favorit Fort Nelson machte in dieser Phase des Rennens sukzessive Boden gut .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
67;VVPP;ADJA;reduzieren;17;NZZ_1998_03_09_a24_seg6_s11;16;Full|Psp;Savimbi hält in der Anfangsphase ein Minimum von 400 Mann für nötig, welche dann sukzessive reduziert werden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
68;VAFIN;ADJA;arbeiten;18;NZZ_1995_02_25_a162_seg5_s15;12;Haben|3|Pl|Pres|Ind;Oft ist die definitive Bestimmung von Güssen einzelner Bildhauer, die sukzessive in einer grossen Werkstatt gearbeitet haben, unmöglich .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
69;VMFIN;ADJA;müssen;39;NZZ_1999_09_04_a83_seg5_s1;33;Mod|3|Sg|Pres|Ind;Die ganze Diskussion in Deutschland geht wohl von der Annahme aus, dass die historisch gewachsene, weitgehend regional orientierte und über Minderheitsbeteiligungen miteinander verkettete Struktur der hiesigen Elektrizitätswirtschaft überholt ist und sukzessive zumindest in europäische Dimensionen hineinwachsen muss .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
70;VVPP;ADJA;einführen;27;NZZ_1996_06_28_a41_seg6_s1;17;Full|Psp;Die Arbeitnehmerversicherung wurde vom Reichskanzler Otto von Bismarck konzipiert und in Deutschland in den Jahren 1883-1889 sukzessive für die Kranken-, Unfall-, Invaliditäts- und Altersversicherung eingeführt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
71;VVPP;ADJA;zurückgehen;18;NZZ_1995_01_25_a84_seg8_s5;17;Full|Psp;Da die Lebenserwartung seit der Einführung der AHV stark zugenommen hat, während gleichzeitig die Geburtenzahl sukzessive zurückgegangen ist, wird indessen die Alterslastquote - d. h. der Anteil der Bevölkerung mit 65 und mehr Jahren in Relation zu den Personen zwischen 20 und 64 Jahren - immer ungünstiger .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
72;VVFIN;ADJA;ziehen;18;NZZ_1999_09_10_a178_seg12_s3;19;Full|3|Pl|Pres|Ind;Wenn jemand beispielsweise im Kreis 4 in einem Block mit acht Schweizer Familien wohnt, und diese ziehen sukzessive aus, dafür ziehen neue Familien ein, aus Afrika oder aus Ex-Jugoslawien, dann gibt es Reibungen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
73;VVFIN;ADJA;erwerben;24;NZZ_1997_10_18_a99_seg7_s8;10;Full|-2;Ein Beispiel : Ernst Beyeler konnte mit viel Geschick sukzessive die vielleicht bedeutendste Privatsammlung Klassischer Moderne, die Thompson-Collection ( Pittsburgh ), erwerben, die neben 340 Werken von Cézanne, Picasso, Matisse, Léger, Schwitters, Pollock u. a. das gewichtigste Giacometti-Ensemble umfasste sowie auch 100 Gemälde von Paul Klee .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
74;VVPP;ADJA;ausbauen;8;NZZ_1993_08_04_a53_seg7_s4;7;Full|Psp;Der Vertrag wurde im materiellen Bereich sukzessive ausgebaut und mit Vorschriften zum Schutz des Arbeitnehmers bei Betriebsschliessungen, Empfehlungen über die Freizügigkeit in der beruflichen Vorsorge, Partnerschaftsaktionen u. a. erweitert .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
75;VMINF;ADJA;sollen;15;NZZ_1995_07_04_a132_seg3_s11;6;Mod|3|Pl|Pres|Ind;Dieser hätte den seit 1988 sukzessive in eine naturnahe Parkanlage umgewandelten Friedhof zusätzlich aufwerten sollen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
76;VVPP;ADJA;abbauen;16;NZZ_1998_09_19_a118_seg25_s7;15;Full|Psp;Im übrigen sollten die vielfältigen Subventionierungen des Energieverbrauchs, die heute noch bestehen, sukzessive abgebaut werden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
77;VVINF;ADJA;reduzieren;20;NZZ_1999_03_24_a98_seg3_s11;19;Full|-2;Die beide Fusionspartner sind indessen zuversichtlich, dass der Staat sein Engagement - entsprechend einem parlamentarischen Beschluss - sukzessive reduzieren wird .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
78;VVINF;ADJA;stehen;22;NZZ_1997_09_17_a25_seg8_s4;19;Full|-2;Der kollektive Teil umfasst auch die Schaffung von Wohnraum für rund 1000 Rückkehrer, der ab Mitte Oktober sukzessive zur Verfügung stehen soll .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
79;VVPP;ADJA;abbauen;18;NZZ_1997_12_13_a16_seg11_s2;17;Full|Psp;Zur militärischen Stabilisierung ist die Präsenz der Nato noch länger nötig, wobei die Mannschaftsbestände wohl sukzessive abgebaut werden können .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
80;VVFIN;ADJA;fallen;17;NZZ_1998_02_17_a196_seg4_s22;25;Full|3|Sg|Past|Ind;"Einen augenfälligen Fehler beging sie darauf nicht ; auf der durch die Sonneneinstrahlung weich gewordenen Piste fiel die Fahrerin mit der Nummer 27 dennoch sukzessive zurück .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
81;VVIZU;ADJA;vorbereiten;21;NZZ_1999_03_12_a182_seg8_s10;16;Full|zu;Gestützt auf zwei unabhängige Gutachten, wurden Portmann dann aber Vollzugslockerungen gewährt, um ihn sukzessive auf die bedingte Entlassung vorzubereiten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
82;VVPP;ADJA;integrieren;13;NZZ_1995_06_09_a106_seg2_s13;8;Full|Psp;Nun wird eröffnet, das K3000-Verkaufsstellennetz werde sukzessive in den Coop- Kanal integriert - ein schon vor Jahren prognostizierbarer Schritt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
83;VVPP;ADJA;zentralisieren;7;NZZ_1996_11_29_a95_seg3_s23;6;Full|Psp;Während Teile des Bereichs Technik sukzessive zentralisiert werden, geschieht bei der Kundenbetreuung das Gegenteil .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
84;VVINF;ADJA;ausziehen;11;NZZ_1998_07_18_a26_seg2_s7;7;Full|-2;Die UBS werde bis Ende 1998 sukzessive aus dem Botta-Gebäude ausziehen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
85;VVFIN;ADJA;ergreifen;34;NZZ_1999_05_08_a152_seg4_s5;38;Full|3|Sg|Past|Ind;Auch wenn die Glasherstellung in Nancy gleichsam als Leitdisziplin galt - 1893 gründeten die Brüder Daum ihre eigene Manufaktur, die sich als ebenbürtige Konkurrenz zu den Werkstätten Gallés etablierte -, so ergriff die neue Formgesinnung sukzessive auch die übrigen Bereiche künstlerischen Schaffens .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
86;VVINF;ADJA;einsetzen;6;NZZ_1997_10_01_a49_seg28_s6;5;Full|-2;Die Steuerausfälle werden erst sukzessive einsetzen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
87;VVINF;ADJA;verhärten;42;NZZ_1998_03_11_a77_seg7_s8;40;Full|-2;Und dies trotz einer sukzessiven Währungsverhärtung : 1995 war die Lira wegen der intransigenten politischen Opposition von Silvio Berlusconi noch abrupt zusammengebrochen, um sich dann aber - unter der nunmehr bereits 22 Monate amtierenden Regierung Prodi - wieder sukzessive zu verhärten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
88;VAINF;ADJA;haben;16;NZZ_1995_08_25_a80_seg5_s3;14;Haben|-2;Gemäss inoffiziellen Berichten soll sich die staatliche Unterstützung in den letzten Jahren überhaupt sukzessive reduziert haben : Hatte sie bei der A-300 noch 100% der gesamten Herstellungskosten ausgemacht, so erreichte sie bei der A-310 nur noch 90%, bei der A-320 bloss 75% und bei den Modellen A-330/340 sogar nur noch 60% .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
89;VVINF;ADJA;steigen;21;NZZ_1999_01_07_a65_seg3_s18;20;Full|-2;In den nächsten Jahren könnten die Überschüsse laut CBO - bei einem zugrunde gelegten Wirtschaftswachstum von gut 2% - sukzessive steigen und kumuliert bis zum Jahr 2008 rund 1550 Mrd. $ ausmachen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
90;VVPP;ADJA;schließen;20;NZZ_1997_11_14_a180_seg5_s4;19;Full|Psp;Hinzu kommt, dass vom nächsten Frühjahr an in Folgebänden auch jene Lücken der « Digitalen Bibliothek » sukzessive geschlossen werden sollen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
91;VVPP;ADJA;erhöhen;23;NZZ_1995_07_28_a33_seg8_s8;22;Full|Psp;Auffallend ist zudem, dass vielfach Ersatzfrauen auf die Annahme des ihnen zufallenden Mandats verzichten und sich die Vertretung der Männer sukzessive erhöht - nicht weil es die Wählenden so gewollt hatten, sondern weil es sich die weiter hinten Placierten inzwischen anders überlegt haben .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
92;VVPP;ADJA;aufgeben;16;NZZ_1999_05_18_a151_seg6_s11;15;Full|Psp;Die bisherigen dezentralen Unterkünfte für Asylsuchende sollen, sobald es die Lage zulässt, sukzessive aufgegeben werden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
93;VVFIN;ADJA;dünnen;25;NZZ_1997_03_27_a189_seg7_s6;30;Full|3|Sg|Past|Ind;Noch immer ist ein Verteidiger die dominierende Figur ( Ray Bourque ), doch die restriktive Sparpolitik des Klubpräsidenten und General Managers Harry Sinden dünnte die Klasse des Kaders sukzessive aus .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
94;VVPP;ADJA;drängen;34;NZZ_1999_04_01_a124_seg7_s2;30;Full|Psp;Wie der scheidende Präsident der SFA und Vorsitzende der Geschäftsleitung von Credit Suisse Asset Management Funds, Heinz Hofmann, in Bern ausführte, werden nationale Eigenheiten und Präferenzen sukzessive in den Hintergrund gedrängt, obwohl die neuen Ucits-Richtlinien nach seiner Einschätzung den einzelnen Ländern einen grossen Gestaltungsspielraum einräumen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
95;VVIMP;ADJA;lockern;13;NZZ_1994_06_06_a90_seg36_s7;17;Full|3|Sg|Pres|Ind;Von der Mitte Deutschlands nach Frankreich und zu den Britischen Inseln hin lockert sich die Bewölkung sukzessive auf .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
96;VVPP;ADJA;wiederherstellen;29;NZZ_1999_01_04_a109_seg11_s2;28;Full|Psp;Aller Wahrscheinlichkeit nach wird es zu keiner Abwertung kommen, da das Vertrauen der Anleger im Zuge einer geplanten Steuerreform und der Zusage eines umfassenden internationalen Hilfspaketes sukzessive wiederhergestellt werden dürfte .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
97;VVPP;ADJA;wandeln;35;NZZ_1995_09_07_a78_seg3_s10;31;Full|Psp;In diesem Zeitraum hat sich die Unctad von einem dirigistisch und interventionistisch orientierten Forum, das seinen Ausdruck insbesondere in der inzwischen fehlgeschlagenen « integrierten Rohstoffpolitik » gefunden hatte, sukzessive in ein Uno-Unterorgan gewandelt, das auch mit seinem spezifischen Drittweltbezug auf den Fundamenten marktwirtschaftlicher Prinzipien ruht .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
98;VVINF;ADJA;verwandeln;17;NZZ_1999_06_28_a69_seg8_s2;13;Full|-2;$, die bisher von den Policeninhabern gehalten wurden und sich zurzeit sukzessive in kotierte Unternehmen verwandeln, ab sofort breit gestreut sein .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
99;VVPP;ADJA;reduzieren;40;NZZ_1994_10_21_a71_seg5_s4;36;Full|Psp;Seit dem Börsenkrach von 1987 hatte sich nämlich die Zahl der Kleinaktionäre in Frankreich von einem Höchststand von 2 Mio. im Frühling 1987 - sechs Monate vor dem « crash » - bis Ende 1992 sukzessive auf 5 Mio. reduziert .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
100;VVIZU;ADJA;nachgeben;37;NZZ_1995_01_17_a93_seg4_s3;33;Full|zu;Ein gleiches Bild vermittelt der Devisenmarkt : Die D-Mark stiess in der Frühe des Freitags kurz vor Bekanntwerden des Mandates noch auf 1063 L. hoch, um dann aber bis Montag abend sukzessive auf 1048 L. nachzugeben .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
101;VVPP;ADJA;vermindern;11;NZZ_1996_09_19_a144_seg6_s4;10;Full|Psp;Montreux ' ursprünglich drei Millionen Franken öffentliche Subventionen sind sukzessive vermindert worden - und künftig auf null .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
102;VVPP;ADJA;abbauen;6;NZZ_1995_10_07_a191_seg3_s67;5;Full|Psp;Dementsprechend wurde die Belegschaft sukzessive abgebaut : von 2400 auf knapp 600 .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
103;VVPP;ADJA;nachrüsten;15;NZZ_1996_08_03_a36_seg6_s11;14;Full|Psp;Am Freitag erklärte Misak nun, Bohunice 1 und 2 würden bis 1999 sukzessive nachgerüstet, sowohl im Bereich der Notkühlung als auch in jenem des Containments .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
104;VMFIN;ADJA;sollen;8;NZZ_1999_04_23_a53_seg7_s2;22;Mod|3|Pl|Pres|Ind;Gemäss den Anträgen von Bundesrat und Mehrheit sollen die jährlichen Beiträge an die Prämienverbilligung von 2213 Millionen Franken im Jahr 2000 sukzessive auf 2314 Millionen im Jahr 2003 steigen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
105;VVFIN;ADJA;vordringen;24;NZZ_1994_10_06_a143_seg4_s7;18;Full|3|Sg|Past|Ind;Diese hand- und fussbetriebenen Maschinen sind heute eindrückliche Zeugen des Zeitalters der Industrialisierung, als die Mechanik sukzessive in die Haushalte und Gewerbebetriebe vordrang .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
106;VVPP;ADJA;zurückgehen;6;NZZ_1995_12_12_a80_seg3_s7;5;Full|Psp;Seither ist der Leitzins sukzessive zurückgegangen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
107;VVPP;ADJA;ausweiten;12;NZZ_1999_08_25_a125_seg2_s6;8;Full|Psp;Im nächsten Jahr allerdings wird das System sukzessive auf andere Anleihemärkte ausgeweitet, wobei Belgien, Frankreich, Grossbritannien und Italien Vorrang haben werden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
108;VVPP;ADJA;aufweichen;22;NZZ_1995_08_28_a90_seg3_s7;21;Full|Psp;Das Dach in der rund 150 Meter langen Einstellhalle sei wasserdurchlässig gewesen, und die Dachträger aus Holz hätten sich sukzessive aufgeweicht .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
109;VVINF;ADJA;klären;3;NZZ_1998_05_27_a5_seg15_s2;4;Full|3|Pl|Pres|Ind;Die Urteile klären sukzessive den Flüchtlingsbegriff und die Verfahrensrechte .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
110;VVPP;ADJA;sinken;33;NZZ_1996_09_28_a98_seg7_s4;30;Full|Psp;In den vergangenen vier Jahren sind über 10 Mio. neue Arbeitsplätze geschaffen worden - die Mehrzahl davon in gut und überdurchschnittlich zahlenden Dienstleistungssegmenten -, und die Arbeitslosenquote ist sukzessive auf 1% gesunken, ein Stand, der nach herkömmlicher Interpretation eigentlich schon Überbeschäftigung anzeigt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
111;VVPP;ADJA;abbauen;14;NZZ_1997_05_29_a25_seg7_s2;13;Full|Psp;Sollten die Räte dem Revisionsvorschlag der Regierung folgen, würde das Swissair-Monopol sukzessive abgebaut .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
112;VVPP;ADJA;rekonstruieren;24;NZZ_1999_05_26_a155_seg3_s6;23;Full|2|Pl|Pres|Ind;In den vergangenen Jahren wurde die heute öffentliche Anlage anhand eines Parkpflegekonzeptes durch das Gartenarchitekturbüro Stöckli, Kienast und Koeppel aus Wettingen sukzessive rekonstruiert, restauriert, vervollständigt und damit wieder weitgehend in ihren ursprünglichen Zustand gebracht .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
113;VVPP;ADJA;ersetzen;14;NZZ_1999_03_24_a244_seg4_s4;10;Full|Psp;Im Verlauf des Heilungsprozesses wird die aufgelegte Haut offenbar sukzessive durch körpereigene Hautzellen ersetzt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
114;VVINF;ADJA;knüpfen;12;NZZ_1994_08_24_a56_seg2_s18;9;Full|-2;Das Netz ist unter Einbezug aller staatlichen Ebenen sukzessive enger zu knüpfen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
115;VVPP;ADJA;einengen;6;NZZ_1999_04_17_a21_seg10_s11;5;Full|Psp;Sein Herrschaftsgebiet würde zwar sukzessive eingeengt, am Schluss sässe er in Belgrad fest .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
116;VVINF;ADJA;verbessern;18;NZZ_1997_03_07_a95_seg2_s12;17;Full|-2;Die betriebliche Lage sollte sich nämlich in den kommenden zwei Jahren nicht nur aus konjunkturellen Gründen sukzessive verbessern, sondern auch auf Grund der bedeutenden Lizenzeinnahmen, welche dem Unternehmen in nächster Zeit neu zufliessen werden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
117;VVFIN;ADJA;bauen;17;NZZ_1998_02_18_a161_seg4_s2;21;Full|3|Sg|Past|Ind;Unter neuem Namen - Stiftung für Alterswohnungen der Stadt Zürich - bereinigte sie ihre Strukturen und baute gleichzeitig das Dienstleistungsangebot sukzessive aus .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
118;VVPP;ADJA;einschwenken;36;NZZ_1996_02_16_a2_seg4_s4;31;Full|Psp;In der einstündigen Rede liess er seine fünfjährige Amtszeit Revue passieren, in der er sich anfangs entschlossen für einen Bruch mit der sowjetischen Vergangenheit eingesetzt hatte, dann aber sukzessive auf einen konservativen Kurs eingeschwenkt war .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
119;VVPP;ADJA;zurückbilden;26;NZZ_1998_05_09_a100_seg2_s11;13;Full|Psp;Von einem Höchststand von 5% hat sich die Arbeitslosenquote innert eines Jahres sukzessive auf zuletzt 2%, den tiefsten Wert seit dem November 1995, zurückgebildet .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
120;VVPP;ADJA;aufhellen;13;NZZ_1995_05_09_a133_seg10_s5;12;Full|Psp;Diese Vergehen würden in den letzten Jahren im Lichte präziser Quellenkenntnis sukzessive aufgehellt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
121;VVPP;ADJA;erhöhen;20;NZZ_1998_02_06_a141_seg3_s28;19;Full|Psp;Und bringt immer weniger ein, nachdem die Regierung in Washington die Gebühren zur Nutzung von staatlichem Weidegebiet sukzessive erhöht hat .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
122;VVINF;ADJA;ergänzen;22;NZZ_1998_08_08_a106_seg8_s4;18;Full|-2;Allgemein wird angenommen, dass sich die CME dem Entscheid der CBOT anschliessen wird, den Parketthandel sukzessive mit Bildschirmen zu ergänzen, welche den Handel global rund um die Uhr ermöglichen werden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
