id;global_id;kontext;cor_conceptual_head_+1_lemma;target_noun_lemma;Kommentar;Status;Adverbial;prozess;Typ;Valenz;prep_meaning_parent;prep_meaning_leaves;;;;;;;;;
342;nzz_1999_09_07_a133_seg3_s1;Auf die Frage nach den Urgründen seines Denkens pflegt Heinz von Foerster - relativ altmodisch - mit Anekdoten aus seiner Kindheit und mit Verweis auf seine Verwandtschaft , darunter Wittgenstein , zu antworten . ;mit;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
343;nzz_1993_03_12_a248_seg2_s5;Die offizielle Eröffnung findet am Samstag , 13. März , statt , und zwar mit einem Tag der offenen Tür ( 10 bis 16 Uhr ) . ;finden;tag;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
344;nzz_1993_03_15_a18_seg4_s2;"Auch am Samstag , dem letzten Tag ihrer ausserordentlichen Session , blieben die Deputierten bei ihren Entscheidungen der Vortage : Sie lehnten einen landesweiten Urnengang noch einmal als unzweckmässig und gefährlich für die territoriale Integrität der Russischen Föderation ab und mochten sich auch für vorgezogene Neuwahlen nicht zu erwärmen ; einen entsprechenden Antrag leiteten sie lediglich an den Obersten Sowjet weiter mit dem Auftrag , ihn auf seine Zweckmässigkeit und Verfassungskompatibilität zu überprüfen . ";leiten;auftrag;;not_done;;;;;modal beteiligung ;komitativ_b ein_vorgang ;;;;;;;;;
345;nzz_1993_01_15_a162_seg1_s15;Am 2. Oktober 1991 wurde er vierzig Jahre alt und feierte diesen Geburtstag mit einem grossen Konzert live in der « Hollywood Bowl » . ;feiern;konzert;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
346;nzz_1993_01_14_a180_seg1_s1;Wirtschaft Anzeichen einer Rezession in Deutschland Nachdem die westdeutsche Wirtschaft nach den neuesten statistischen Angaben 1992 nur noch mit einer realen Zuwachsrate von 0,8% expandiert hatte , scheint sich die Bonner Regierung jetzt auf eine Schrumpfung der gesamtwirtschaftlichen Leistung einzustellen . ;expandieren;zuwachsrate;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
347;nzz_1993_01_14_a73_seg10_s2;Mit dem Auftrag zur Herausgabe des vierten Bandes der Kantonsgeschichte unterstrich der Regierungsrat die Absicht , die in drei Bänden vorliegende und 1830 endende « Solothurnische Geschichte » fortzusetzen . ;unterstreichen;auftrag;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
348;nzz_1993_04_26_a26_seg2_s11;Gleichwohl schreiben sie mit einer doppelten Geste Geschichten des Irrlaufens der Machtpolitiken und bezeugen den Versuch des Denkens , den « ökonomischen Teufelskreis von Tausch , Verpflichtung und Schuld » aufklärend zu brechen . ;schreiben;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
349;nzz_1993_06_14_a42_seg3_s6;In der Art der Romantiker Larra und Mesonero Romanos durchstreifte er Strassen und Plätze , Märkte und Theater , Parks und Cafés und hielt mit subjektiv gefärbter Feder , aber ohne jegliche Sentimentalität das Leben der kleinen Leute in den alten Vierteln der Stadt fest . ;halten;feder;;not_done;;;;;modal ;ist_instrument ein_vorgang ;;;;;;;;;
350;nzz_1993_06_18_a49_seg3_s9;Die Orte der Handlung sind New York und ein Städtchen namens Deadrock , Nevada , ihre Träger sind ein Impresario namens Bela Zangler , der mit ungarischem Akzent spricht und aus dem Gaiety Theater in Deadrock ein Kulturzentrum machen will , sowie Sänger , Mädchen und Kneipengäste ebenda . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
351;nzz_1997_02_18_a148_seg3_s9;Scheinbar einfache Dispositionen , die einerseits mit ironischer Geste verwischen , was sich hinter ihnen verbirgt , anderseits darauf bestehen , dass es kein Dahinter gibt , dass ein Bild eben ist , was es ist : Linie und Fläche . ;verwischen;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
352;nzz_1994_06_23_a76_seg2_s5;Anfang Mai hatten auf amerikanische Initiative 16 Notenbanken konzertierte Dollarstützungsaktionen an den Devisenmärkten unternommen mit dem Hauptziel , ein Absinken der US-Valuta unter die Marke von 100 Yen zu verhindern . ;unternehmen;hauptziel;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
353;nzz_1994_06_18_a44_seg8_s7;Zu dieser Äusserung veranlasst hatte Bleicher die Beobachtung , dass heute viele Unternehmen mit dem notwendigen Abbau unwirtschaftlicher Kostenstrukturen gleich « das Kind mit dem Bade ausschütten » . ;ausschütten;bad;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
354;nzz_1993_07_07_a42_seg3_s4;Und überraschenderweise ist hier vielerorts Figürliches zu erkennen : ein Hirte und ein Schaf , mit wenigen Pinselhieben auf das Papier gesetzt , Vögel im Flug vor einem Schneefeld , ein mit raschem Strich umrissener Pferdekörper , Häuser , immer wieder Gebirgspanoramen . ;umrissen;strich;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
355;nzz_1993_07_01_a200_seg2_s10;Sie sprachen Hochdeutsch , teilweise mit östlichem Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
356;nzz_1993_07_01_a83_seg3_s22;Für den Liebhaber des ästhetischen Fussballs muss es ein Genuss sein , diesem phantasievollen Irrwisch namens Asprilla zuzusehen , der seine Tore wie der Mexikaner Hugo Sanchez mit spektakulärem Salto vorwärts feiert , aber Maturana weiss auch , dass ein Fussballspiel sehr selten von einem einzelnen entschieden wird . ;feiern;vorwärts;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
357;nzz_1993_01_26_a155_seg5_s5;Auch sein Antrittskonzert eröffnete er mit Toccata und Fuge d-Moll von Bach « programmatisch » , zumal bis auf eine Ausnahme gewichtige Werke zu hören waren , von Mozart , Messiaen , Franck und Vierne , allesamt schwungvoll und mit grosser Geste dargeboten . ;schwungvoll;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
358;nzz_1993_01_26_a91_seg7_s10;Gespannt ist man vor allem auf die Kollektion von Erik Mortensen , der einst den Goldenen Fingerhut für Balmain errang und mit kühnem Coup an die Stelle von Jean-Louis Scherrer placiert wurde , und auf die Modeschau von Oscar de la Renta , einem Amerikaner in Paris , der am Donnerstag seine Premiere im Hause Balmain haben wird . ;placieren;coup;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
359;nzz_1993_07_01_a47_seg2_s1;( my ) Aus Anlass des 1000jährigen Bestehens der Stadt Potsdam will das Hans-Otto-Theater Potsdam mit Unterstützung der Landesregierung und der « Projektgruppe 1000 Jahre Potsdam » die « Potsdamer Werkstatt-Tage neuer Dramatik » mit neuem Konzept fortführen . ;fortfahren;konzept;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
360;nzz_1998_01_26_a95_seg5_s15;Wenn der vergoldete eiserne Vorhang , vor dem vier Knäblein mit glockengleichem Organ den « Szenischen Prolog zur Eröffnung des k. k. Hofburgtheaters am 14 . ;--;organ;;not_done;;;;;modal vorhandensein ;analytisch ein_vorgang ;;;;;;;;;
361;nzz_1998_01_26_a95_seg7_s7;"Mechanischer Drill , bühnenflächedeckend choreographiert ; dazu der Text , den die überforderten Lungen hervorhecheln als endlose Litanei mit laut gezähltem Refrain - « sieben , acht » - am Schluss jeder Sequenz . ";litanei;refrain;;not_done;;;;;modal vorhandensein ;analytisch ein_vorgang ;;;;;;;;;
362;nzz_1998_01_23_a168_seg2_s12;Er trug einen beigen Pullover , blaue Jeans und sprach Zürcher Dialekt mit ausländischem Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
363;nzz_1995_02_23_a181_seg9_s4;"Die Betsileo begrüssten den Wanderer selbst in den abgelegenen Gebieten des Andringitra-Gebirges mit vollendeter Grazie , indem sie freundlich lächelnd mit eleganter Geste den Hut zogen ; bei den Bara wird der Fremde mit rhythmischen Gitarrenklängen , die so einfach sind wie die kistenartigen Holzinstrumente , denen sie entlockt werden , empfangen und oft geradezu bedrängt - in der Hoffnung natürlich , von ihm ein « Cadeau » zu erhalten . ";ziehen;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
364;nzz_1995_02_18_a140_seg7_s9;12.25 Mit freundlicher Empfehlung - Strahlentod ( VPS 12.24 ) . ;freundlich;empfehlung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
365;nzz_1993_01_25_a125_seg3_s6;Auf der fünfmal zu bewältigenden 3-km-Loipe stürmte der Westschweizer mit der sechstbesten Laufzeit in den 4. Rang vor , womit er seine Klassierung von Schonach egalisierte . ;westschweizer;laufzeit;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
366;nzz_1993_01_25_a158_seg2_s6;1991 verlor sie mit einem gebrochenen Finger schon in der zweiten Runde gegen Anke Huber , letztes Jahr musste sie im Viertelfinal gegen Arantxa Sanchez wegen einer Fussverletzung forfait erklären . ;na;finger;;not_done;;;;;konditional modal ;ein_vorgang konditional_kausal ;;;;;;;;;
367;nzz_1993_01_25_a45_seg2_s8;Die sprichwörtliche Ängstlichkeit wird mit dem Nachnamen « Angstrom » betont . ;betonen;nachname;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
368;nzz_1993_07_29_a174_seg4_s6;Er sprach Englisch mit amerikanischem Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
369;nzz_1993_06_04_a223_seg3_s8;Er trug eine braune Hose , einen braun-beigen Pullover , war von ungepflegter Erscheinung und sprach Schweizerdeutsch mit leichtem Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
370;nzz_1993_06_02_a63_seg5_s18;Gruppierung und Ordnung sind nur wirksam , wenn sie aus der üblichen Sehdistanz auch bei zusammengekniffenen Augenlidern ( also mit unscharfem Bild ) deutlich erkennbar hervortreten . ;augenlid;bild;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
371;nzz_1993_06_05_a35_seg8_s12;Bundesrat Delamuraz macht darauf aufmerksam , dass Dänemark mit Vorbehalt , Griechenland ohne Vorbehalt ratifiziert hat . ;ratifizieren;vorbehalt;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
372;nzz_1999_11_13_a217_seg7_s15;Wenn sein Zeitalter unter Heroismus diejenige Gesinnung , Handlungsweise oder Charakterentwicklung verstand , welche über das gewöhnlichen Menschen beschiedene Mass von Kraft und Stärke weit hinausgeht , dann sind für den Stürmer und Dränger , der mit offenem Hemd in Strassburg und Frankfurt dem Wind und Regen trotzt , die angenommenen Rollen des Ritters ohne Furcht und Tadel , des Prometheus oder des Mahomet nur Hüllen und Gleichnisse für einen seiner selbst gewissen Genius , der im Einvernehmen mit Natur und Schicksal seiner ungekannten Bestimmung entgegenstrebt . ;trotzen;hemd;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
373;nzz_1993_11_11_a230_seg5_s13;Der Täter , so Keller , habe mit dem Motiv gehandelt , seine Flucht zu sichern und allfällige Zeugen zu eliminieren . ;handeln;motiv;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
374;nzz_1993_08_13_a20_seg6_s8;Als erster nicht in Amerika geborener Chairman der Joint Chiefs spricht er noch immer mit einem Akzent - « he talks a little funny » , meinte Aspin am Mittwoch scherzend . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
375;nzz_1999_03_15_a123_seg2_s5;Er ist etwa 30 Jahre alt , 180 Zentimeter gross und sprach mit ausländischem Akzent , trug eine dunkle Jacke , blaue Jeans und eine grüne Baseballmütze . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
376;nzz_1999_03_11_a177_seg3_s20;Im übrigen spricht sie die - insgesamt stark gekürzten - Dialoge mit starkem ungarischem Akzent . ;dialog;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
377;nzz_1999_03_16_a84_seg10_s1;Mit gutem Jahresergebnis in die Ehe ;na;jahresergebnis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
378;nzz_1999_03_12_a256_seg2_s7;Philatelistisch heisst diese nicht frankaturgültige Marke « Zwischensteg » , doch man darf sie mit gutem Gewissen als « Vignette » bezeichnen . ;bezeichnen;gewissen;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
379;nzz_1999_03_16_a14_seg8_s14;Nach Angaben eines russischen Überprüfers mit breitem amerikanischem Akzent hatte bis vor kurzem die UCK das ganze Grenzgebiet südwestlich von Kacanik unter ihrer Kontrolle . ;haben;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
380;nzz_1994_02_17_a117_seg3_s12;Geschickt nützt er dabei Griegs berühmte Bühnenmusik , entfaltet durchwegs einen choreographischen Atem , welcher dem Wesen der Komposition und des Stückes entspricht , mit eindrücklicher Charakterisierung der einzelnen Gestalten . ;entsprechen;charakterisierung;;not_done;;;;;modal vorhandensein ;vorhandensein_im_engeren_sinne ein_vorgang ;;;;;;;;;
381;nzz_1994_02_09_a162_seg10_s10;Solches Erz kann ja nur mit sehr schlechtem Wirkungsgrad mit Cyanid ausgelaugt werden . ;auslaugen;wirkungsgrad;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
382;nzz_1993_06_15_a71_seg6_s8;Sowohl bei den Kantonsrats- als auch bei den Gemeinderatswahlen setzte er sich jeweils an die Spitze der Liste , mit einer geringen Zahl von Streichungen und zahlreichen Zusatzstimmen . ;setzen;zahl;;not_done;;;;;modal vorhandensein ;vorhandensein_im_engeren_sinne ein_vorgang ;;;;;;;;;
383;nzz_1993_06_12_a170_seg3_s3;Märchenhafter Zauber , verwoben in eine ebenso zeitlose wie aktuelle Problematik , die Suche nach der verlorenen Zeit , wird in diesem Film mit dem Bild der unermüdlichen , geheimnisvollen Wanderer in der Wüste ausgedrückt , der wie aus einer Fata Morgana auftauchenden jungen Männer , die ihre Heimat auf der Suche nach Erfüllung verlassen haben . ;ausdrücken;bild;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
384;nzz_1993_06_16_a109_seg3_s3;Gegen Ende ihrer Amtszeit hatte allerdings Frau Thatcher die Sackgasse Downing Street endgültig und mit einer markanten Geste für das Publikum abgeriegelt : Sie liess ein mächtiges , üppig verziertes schmiedeeisernes Tor errichten , welches von der Opposition alsbald als « Thatchergate » zum architektonischen Symbol ihrer zunehmenden Distanz zum Volk hochstilisiert wurde . ;endgültig;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
385;nzz_1993_06_15_a200_seg2_s8;Abschliessend gibt der VCS der Hoffnung Ausdruck , dass mit dem vorliegenden Fall « die für alle Seiten unangenehme Rechtsunsicherheit » geklärt werden könne . ;können;fall;;not_done;;;;;modal beteiligung ;komitativ_a ein_vorgang ;;;;;;;;;
386;nzz_1993_06_15_a165_seg6_s2;Durch eine vordergründig harmlose Transformation - Korrektur mit der Wachstumsrate der Arbeitsproduktivität - konnte die Entwicklung der nominellen Löhne durch die politisch brisante Inflationsrate ersetzt werden . ;korrektur;wachstumsrate;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
387;nzz_1993_06_15_a188_seg2_s5;Ein Antrag auf Rückweisung des Geschäfts mit dem Auftrag an den Gemeinderat , möglichst schnell die Sackgebühr einzuführen , fand keine Mehrheit . ;geschäft;auftrag;;not_done;;;;;modal beteiligung ;komitativ_b ein_vorgang ;;;;;;;;;
388;nzz_1995_09_21_a213_seg7_s7;Und Hand bietet die Stadt in Oerlikon mit einem Baurecht , mit einer Beteiligung an der Messegesellschaft und mit einem verzinslichen Darlehen . ;mit;darlehen;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
389;nzz_1995_09_25_a132_seg2_s11;Die Ausrichtung jedes einzelnen schwarzen Streifens - waagerecht nach links oder rechts , senkrecht nach oben oder unten - wurde hierbei mit dem Wurf eines Würfels entschieden . ;entscheiden;wurf;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
390;nzz_1995_09_25_a77_seg2_s7;Diese Entwicklung kann mit dem Stichwort « gestiegenes Länderrisiko » umschrieben werden . ;umschreiben;stichwort;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
391;nzz_1996_02_12_a84_seg6_s8;Beispielsweise arbeitet die Akademie in Düsseldorf , wie fast alle anderen auch , mit dem Prinzip der Meisterklassen : Die Studenten scharen sich um eine Person . ;scharen;prinzip;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
392;nzz_1996_02_10_a53_seg4_s12;Während sich über Nordosteuropa eine Antizyklone entwickelt , sagen beide numerischen Modelle übereinstimmend voraus , dass der Nordseewirbel mit einem scharfen Knick über Mitteleuropa hinweg bis Dienstag zur Adria ziehen und damit auf seiner Rückseite wieder Schnee bis in die Niederungen bringen wird . ;nordseewirbel;knick;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
393;nzz_1996_02_08_a66_seg3_s10;Die Veränderung wird mit den Nachmeldungen und vor allem mit dem Umstand begründet , dass bei ursprünglich gemeldeten Vermögen in der Zwischenzeit doch noch Kontakte zwischen 1945 und 1985 festgestellt werden konnten . ;mit;umstand;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
394;nzz_1996_02_09_a134_seg3_s10;Unter den rund zwei Dutzend Wettbewerbsfilmen ist die Schweiz mit einer Koproduktion minoritär vertreten , dem Beziehungsdrama « Stille Nacht » von Dani Levy , der als deutscher Beitrag läuft . ;vertreten;koproduktion;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
395;nzz_1996_02_08_a99_seg2_s5;Gestern wurden keine grösseren Turbulenzen gemeldet , was Marktkreise mit dem Umstand erklärten , dass zahlreiche Interessenten bereits in den vergangenen Tagen ihre Optionen , welche tief « im Geld » waren , schon ausgeübt hatten . ;erklären;umstand;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
396;nzz_1995_02_03_a140_seg3_s14;Was auch ein wenig an der Interpretation liegt : hier Markus Stocker , der sich mit dem Werk emotional identifiziert ( identifizieren muss , sonst wäre die Aufgabe nicht zu bewältigen ) , dort das Orchester und Luca Pfaff mit eher nüchternem Ansatz . ;orchester;ansatz;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
397;nzz_1995_12_27_a89_seg3_s25;Mit grosser theatralischer Geste wird das Prinzip « Verbergen - Entbergen » umspielt , gravitätisch wird Geheimnisvolles beschworen . ;beschwören;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
398;nzz_1993_02_26_a86_seg7_s9;Koordiniert durch das Schweizerische Filmzentrum , hat nun beim traditionellen Empfang in der « Aussenstelle Berlin » der Schweizerischen Botschaft , der seit kurzem als Gesandter Minister Paul Widmer vorsteht , die Übergabe der Petition mit den Unterschriften durch den in Berlin wohnhaften Schweizer Schauspieler Bruno Ganz an Moritz de Hadeln , den Direktor der Filmfestspiele , stattgefunden , der den stattlichen Band seinerseits gleich an Alfred Defago , den Direktor des Bundesamts für Kultur , weiterreichen konnte mit der Bitte , ihn den zuständigen politischen Instanzen für kommende Gespräche in Brüssel auszuhändigen . ;können;bitte;;not_done;;;;;modal beteiligung ;komitativ_b ein_vorgang ;;;;;;;;;
399;nzz_1995_11_15_a177_seg2_s5;Auch die Tasten der Schreibmaschinen oder des Textcomputers werden mit jeweils individuell gefärbter Signatur angeschlagen , wie zwei Psychobiologen der Universität Genf herausgefunden haben . ;anschlagen;signatur;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
400;nzz_1995_05_29_a40_seg3_s7;In einem autobiographischen Rapport hat er Aufzeichnungen aus den Jahren 1935 bis 1945 unter dem Titel « Vor unseren Augen » niedergelegt und mit kritischer Sonde Gedanken vorgetragen , die dauernde Gültigkeit für schweizerisches Selbstverständnis behalten . ;vortragen;sonde;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
401;nzz_1997_08_20_a19_seg8_s4;Mit Verweis auf den aus den fünfziger Jahren stammenden Sicherheitspakt mit Washington fügte Kajiyama noch an , Einsätze ausserhalb der fernöstlichen Region würden nicht erwogen . ;fügen;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
402;nzz_1997_08_19_a8_seg8_s8;Dass die Regierung die Mini-Rebellion trotz ihrer politisch kaum sehr weit reichenden Wirkung ernst nimmt , beweist die Tatsache , dass der Hauptverantwortliche für die Einhaltung der Fraktionsdisziplin im Unterhaus , Nick Brown , allen Labourabgeordneten inzwischen ein Schreiben zukommen liess , in dem er sie mit Verweis auf die geltenden Verhaltensregeln der Partei darauf hinweist , dass öffentlich ausgetragene Kritik an Kollegen oder das Ergreifen von Massnahmen , die Labour Schaden zufügen könnten , disziplinarisch geahndet werden können . ;hinweisen;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
403;nzz_1997_04_09_a4_seg4_s3;Er endete mit einem Todesopfer auf palästinensischer Seite . ;enden;todesopfer;;not_done;;;;;konditional modal ;ein_vorgang konditional_kausal ;;;;;;;;;
404;nzz_1997_04_10_a137_seg3_s21;So geht der Leser gern mit dem « Konvoi » auf die Reise . ;gehen;konvoi;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
405;nzz_1997_04_09_a72_seg4_s8;Ebenfalls mit einem Prinzip kommt das Kapitel « Formale Macht der Überwachungsinstanz » aus , derweil drei weitere Bestimmungen das grenzüberschreitende Bankgeschäft regeln . ;kommen;prinzip;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
406;nzz_1995_01_16_a93_seg3_s3;"Die erste Folge zeigte mit versteckter Kamera aufgenommene Bilder von verwahrlosten Tiergefängnissen in England , Frankreich , Belgien und Spanien ; erschütternde Aufnahmen von grässlich dahinsiechenden Zootieren , die allesamt schwere Verhaltensanomalien aufwiesen und deren Erkrankungen so weit fortgeschritten waren , dass selbst die hohe Kunst der heutigen Zootiermedizin ihnen nicht mehr hätte helfen können . ";zeigen;kamera;;not_done;;;;;modal ;ist_instrument ein_vorgang ;;;;;;;;;
407;nzz_1995_01_14_a49_seg10_s6;Als dann im Sommer noch eine Agenturmeldung über die anstehende Liquidation der Haflinger mit Bild durch die Presse ging , war der Ansturm kaum mehr zu bremsen . ;gehen;bild;;not_done;;;;;modal vorhandensein ;vorhandensein_im_engeren_sinne ein_vorgang ;;;;;;;;;
408;nzz_1995_04_15_a201_seg4_s7;Während der Wiener Dichter in « Beethoven » wohl stark Biographisches mitdenkt , den genialen Komponisten , dem man sich mit Vorzug durch sein Werk nähert , ist Küster einem anderen « Beethoven » auf der Spur : nicht dessen Leben , sondern vorrangig dessen Werk . ;nähern;vorzug;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
409;nzz_1995_04_15_a116_seg3_s6;"Man sieht zuerst die Farbmaterie , manchmal breiig fliessend , manchmal mit spröderem Strich aufgetragen ; immer aber ergibt sich eine interessante Oberflächenlandschaft mit Wülsten und Senkungen , mit den filigranen Reliefs der Pinselspuren , der glatten Untermalung oder roh hervorscheinenden Leinwandstellen . ";auftragen;strich;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
410;nzz_1995_08_26_a133_seg2_s29;Die heute noch vorherrschenden Symbole und mit grobem Raster dargestellten Figuren sollten sich soweit wie technisch möglich den Personenbildern nähern , die in normalen Fernsehprogrammen zu sehen sind . ;dargestellt;raster;;not_done;;;;;modal ;ein_vorgang abstraktes_objekt ;;;;;;;;;
411;nzz_1995_08_24_a146_seg4_s16;Bei den bekannten Vorfällen sprach er Mundart oder gebrochen Deutsch mit slawischem Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
412;nzz_1995_08_21_a80_seg11_s8;In einer Gesprächsrunde tags darauf bei der Sängerin María Lanese , die zum Poesie-Festival musikalisch beigetragen hatte , äusserte sich die fünfundsiebzigjährige Dichterin Olga Orozco selbstironisch zu ihrem poetischen Schaffen : « Ich schreibe Tangos , aber mit Kategorie . » ;schaffen;kategorie;;not_done;;;;;modal vorhandensein ;vorhandensein_im_engeren_sinne ein_vorgang ;;;;;;;;;
413;nzz_1995_08_22_a131_seg2_s6;Remo Rau war ein Original : gleichzeitig Wagnerianer und Deux-Chevaux-Klubmitglied , Jazzer und Jasser , ein Mensch , der es verstand , in jeder Sprache mit fremdländischem Akzent zu sprechen . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
414;nzz_1993_08_10_a16_seg10_s6;Das restliche Sal r muss , in Devisen selbstverst ndlich , nach Kuba berwiesen werden , wo es die kubanische Regierung mit dem offiziellen Wechselkurs von eins zu eins in Pesos umtauscht . ;--;wechselkurs;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
415;nzz_1995_07_28_a23_seg6_s3;Doch der Exministerpräsident lockte mit der Zusicherung , nach den Wahlen könne man alles viel besser regeln , weil sie mit einem « historischen » Sieg des Pols der Freiheit enden würden . ;locken;zusicherung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
416;nzz_1995_07_20_a48_seg4_s9;Eggar warf Greenpeace vor , sich mit der Kampagne gegen die Versenkung der demokratischen Entscheidungsfindung widersetzt zu haben . ;widersetzen;kampagne;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
417;nzz_1995_07_22_a192_seg4_s45;"Seine Figuren hat er am Vortag mit Bleistift skizziert ; nun malt er sie fein säuberlich aus , beschreibt den restlichen Platz mit einer Kurzgeschichte . ";platz;kurzgeschichte;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
418;nzz_1995_07_22_a124_seg3_s12;Was , wenn in derselben Auktion eine Szene mit Syrinx und Pan , für die das Auktionshaus dem Verkäufer mit der Zuschreibung « von Rubens und Jan Brueghel dem Jüngeren » zu einem Schätzpreis von 300 000 bis 500 000 Pfund geraten hatte , sich nach der Auktion als von Rubens und dem älteren , höher kotierten Jan - dem sogenannten Samtbrueghel - gemalt erweisen sollte ? ;verkäufer;zuschreibung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
419;nzz_1995_07_26_a33_seg9_s11;Die ursprünglich mit der Revision des Wohneigentumsförderungsgesetzes vorgesehene Möglichkeit , Guthaben der Versicherten zur Teilfinanzierung von Wohneigentum zu verwenden , wird sich ebenfalls erst 1996 auswirken . ;vorgesehen;revision;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
420;nzz_1993_10_27_a197_seg2_s1;Mit der Besichtigung von zwei Betrieben in der Region Zürich , die beide erfolgreiche Projekte im Geiste der Partnerschaft zwischen wissenschaftlicher Forschung und Industrie vorzeigen können , hat die Kommission zur Förderung der wissenschaftlichen Forschung ( KWF ) am Dienstag ihr 50jähriges Bestehen gefeiert . ;feiern;besichtigung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
421;nzz_1993_10_26_a74_seg10_s1;Vermehrt wenden sich private Investoren derivativen Instrumenten mit der Zielsetzung zu , auf erwartete Marktbewegungen zu spekulieren . ;wenden;zielsetzung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
422;nzz_1994_12_10_a180_seg3_s9;Mit stereotypem Handgriff sieht man ihn des Morgens sich ankleiden für einen Arbeitsalltag , den Regenmantel festzurren , Abschied nehmen von seinem Tierchen , dem « Kondor » , die Wohnung verlassen ... und sich wiederfinden mitten in einem Albtraum : die Strasse ist ausgestorben , die Stadt verlassen . ;sehen;handgriff;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
423;nzz_1994_12_08_a150_seg2_s4;Aufatmen konnten die Spieler von Trainer Cruyff erst nach 82 Minuten , als Bakero mit spektakulärem Kopfball auf eine Cornerflanke von Stoitschkow hin das 1 : 0 gelang . ;gelingen;kopfball;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
